osmid,y,x,street_count,highway,ref,railway,geometry
29938143,47.6169626,-122.3578197,1,,,,POINT (-122.3578197 47.6169626)
30343852,47.6232711,-122.3554247,1,,,,POINT (-122.3554247 47.6232711)
30343857,47.62069,-122.347594,1,traffic_signals,,,POINT (-122.347594 47.62069)
30345462,47.6125332,-122.3311604,1,traffic_signals,,,POINT (-122.3311604 47.6125332)
53008651,47.6232472,-122.347102,3,,,,POINT (-122.347102 47.6232472)
53018454,47.6120713,-122.3482291,1,traffic_signals,,,POINT (-122.3482291 47.6120713)
53018668,47.6021992,-122.3371674,3,,,,POINT (-122.3371674 47.6021992)
53024165,47.6119819,-122.3480406,1,,,,POINT (-122.3480406 47.6119819)
53025075,47.6231382,-122.3273661,3,,,,POINT (-122.3273661 47.6231382)
53025077,47.6231367,-122.3278253,3,,,,POINT (-122.3278253 47.6231367)
53025087,47.6208478,-122.3272285,1,,,,POINT (-122.3272285 47.6208478)
53036746,47.6099766,-122.3462742,1,,,,POINT (-122.3462742 47.6099766)
53062784,47.6080567,-122.318063,3,,,,POINT (-122.318063 47.6080567)
53062839,47.6080551,-122.3194556,1,turning_circle,,,POINT (-122.3194556 47.6080551)
53062912,47.6115508,-122.3198574,1,,,,POINT (-122.3198574 47.6115508)
53062915,47.6129483,-122.3198573,1,,,,POINT (-122.3198573 47.6129483)
53068784,47.6092332,-122.3180759,4,,,,POINT (-122.3180759 47.6092332)
53068912,47.6163507,-122.32679,1,,,,POINT (-122.32679 47.6163507)
53070142,47.6173721,-122.3413461,1,traffic_signals,,,POINT (-122.3413461 47.6173721)
53070502,47.6145245,-122.3329364,1,traffic_signals,,,POINT (-122.3329364 47.6145245)
53070528,47.6077082,-122.3267127,1,,,,POINT (-122.3267127 47.6077082)
53070531,47.6084173,-122.3273566,1,traffic_signals,,,POINT (-122.3273566 47.6084173)
53071879,47.6017372,-122.3348555,1,,,,POINT (-122.3348555 47.6017372)
53071898,47.6017115,-122.32635,1,stop,,,POINT (-122.32635 47.6017115)
53071906,47.6016973,-122.3224851,3,traffic_signals,,,POINT (-122.3224851 47.6016973)
53071908,47.6016966,-122.3207627,3,traffic_signals,,,POINT (-122.3207627 47.6016966)
53073235,47.602706,-122.3207699,4,,,,POINT (-122.3207699 47.602706)
53073238,47.6035364,-122.3207792,4,,,,POINT (-122.3207792 47.6035364)
53073240,47.6042227,-122.3207871,3,,,,POINT (-122.3207871 47.6042227)
53073244,47.6045918,-122.3207915,4,traffic_signals,,,POINT (-122.3207915 47.6045918)
53073246,47.60621,-122.3207992,4,traffic_signals,,,POINT (-122.3207992 47.60621)
53073248,47.6092355,-122.32081,5,traffic_signals,,,POINT (-122.32081 47.6092355)
53073260,47.6187474,-122.3208514,1,traffic_signals,,,POINT (-122.3208514 47.6187474)
53080401,47.6134905,-122.35349,1,,,,POINT (-122.35349 47.6134905)
53088986,47.5992195,-122.3342463,1,traffic_signals,,,POINT (-122.3342463 47.5992195)
53089002,47.5991463,-122.3237336,1,traffic_signals,,,POINT (-122.3237336 47.5991463)
53089004,47.5992057,-122.3224393,1,traffic_signals,,,POINT (-122.3224393 47.5992057)
53098403,47.6198093,-122.3234759,1,,,,POINT (-122.3234759 47.6198093)
53114052,47.5966661,-122.3224561,1,stop,,,POINT (-122.3224561 47.5966661)
53114220,47.6042469,-122.3254496,1,,,,POINT (-122.3254496 47.6042469)
53114222,47.6057823,-122.3218795,3,traffic_signals,,,POINT (-122.3218795 47.6057823)
53114292,47.6178123,-122.3559748,1,,,,POINT (-122.3559748 47.6178123)
53119472,47.6094336,-122.3298749,1,,,,POINT (-122.3298749 47.6094336)
53119474,47.6130348,-122.329987,1,traffic_signals,,,POINT (-122.329987 47.6130348)
53128099,47.6200877,-122.3501786,4,,,,POINT (-122.3501786 47.6200877)
53128100,47.6209301,-122.350172,3,,,,POINT (-122.350172 47.6209301)
53128134,47.6234173,-122.3488608,1,,,,POINT (-122.3488608 47.6234173)
53128145,47.6197591,-122.3487688,1,traffic_signals,,,POINT (-122.3487688 47.6197591)
53129286,47.6000545,-122.3342459,4,traffic_signals,,,POINT (-122.3342459 47.6000545)
53135836,47.6058843,-122.3381072,1,,,,POINT (-122.3381072 47.6058843)
53142114,47.607893,-122.3238935,1,,,,POINT (-122.3238935 47.607893)
53142115,47.6083724,-122.3227189,1,,,,POINT (-122.3227189 47.6083724)
53142426,47.623133,-122.3317375,1,,,,POINT (-122.3317375 47.623133)
53142435,47.6232704,-122.3541138,1,,,,POINT (-122.3541138 47.6232704)
53142963,47.6086732,-122.3405392,1,,,,POINT (-122.3405392 47.6086732)
53142964,47.6088449,-122.3400015,1,traffic_signals,,,POINT (-122.3400015 47.6088449)
53144268,47.6095874,-122.3269131,1,,,,POINT (-122.3269131 47.6095874)
53144606,47.6197487,-122.3528404,1,,,,POINT (-122.3528404 47.6197487)
53144742,47.6103112,-122.3413171,1,traffic_signals,,,POINT (-122.3413171 47.6103112)
53146391,47.6185922,-122.3503333,1,traffic_signals,,,POINT (-122.3503333 47.6185922)
53148285,47.6107298,-122.3430425,1,,,,POINT (-122.3430425 47.6107298)
53149372,47.6187537,-122.3195328,1,,,,POINT (-122.3195328 47.6187537)
53151740,47.6016865,-122.3195786,4,,,,POINT (-122.3195786 47.6016865)
53151757,47.5983491,-122.319629,4,stop,,,POINT (-122.319629 47.5983491)
53151759,47.5975058,-122.3196357,3,,,,POINT (-122.3196357 47.5975058)
53155399,47.6181371,-122.3476487,1,,,,POINT (-122.3476487 47.6181371)
53155727,47.6068483,-122.341285,4,,,,POINT (-122.341285 47.6068483)
53155734,47.6144471,-122.354031,1,traffic_signals,,,POINT (-122.354031 47.6144471)
53160854,47.6048794,-122.3286935,3,traffic_signals,,,POINT (-122.3286935 47.6048794)
53160858,47.6070218,-122.3306814,1,traffic_signals,,,POINT (-122.3306814 47.6070218)
53166910,47.5983597,-122.3231143,1,,,,POINT (-122.3231143 47.5983597)
53168035,47.600892,-122.334237,3,traffic_signals,,,POINT (-122.334237 47.600892)
53168038,47.6008898,-122.332866,1,stop,,,POINT (-122.332866 47.6008898)
53184116,47.6079481,-122.3284765,1,traffic_signals,,,POINT (-122.3284765 47.6079481)
53186031,47.6177405,-122.3262525,1,,,,POINT (-122.3262525 47.6177405)
53189616,47.6150276,-122.3533107,1,,,,POINT (-122.3533107 47.6150276)
53189618,47.6186078,-122.3584983,1,,,,POINT (-122.3584983 47.6186078)
53193187,47.6129754,-122.322113,1,,,,POINT (-122.322113 47.6129754)
53194068,47.6154799,-122.3323161,1,traffic_signals,,,POINT (-122.3323161 47.6154799)
53208456,47.6062119,-122.3194197,1,,,,POINT (-122.3194197 47.6062119)
53208466,47.6027005,-122.3194241,4,,,,POINT (-122.3194241 47.6027005)
53208467,47.6030035,-122.3194264,1,,,,POINT (-122.3194264 47.6030035)
53208913,47.6036976,-122.3249493,3,,,,POINT (-122.3249493 47.6036976)
53209657,47.6220547,-122.3410794,1,,,,POINT (-122.3410794 47.6220547)
53209761,47.6184996,-122.3278818,1,traffic_signals,,,POINT (-122.3278818 47.6184996)
53209840,47.601699,-122.31784,4,traffic_signals,,,POINT (-122.31784 47.601699)
53209841,47.6026822,-122.3188403,3,,,,POINT (-122.3188403 47.6026822)
53209846,47.6043878,-122.3205866,3,,,,POINT (-122.3205866 47.6043878)
53209847,47.6050574,-122.3212207,3,,,,POINT (-122.3212207 47.6050574)
53209849,47.6086189,-122.3244885,3,traffic_signals,,,POINT (-122.3244885 47.6086189)
53209852,47.6150284,-122.3303332,1,,,,POINT (-122.3303332 47.6150284)
53241027,47.6208889,-122.3410873,1,,,,POINT (-122.3410873 47.6208889)
53246625,47.6035277,-122.320065,3,turning_circle,,,POINT (-122.320065 47.6035277)
53247506,47.6128121,-122.3511637,1,traffic_signals,,,POINT (-122.3511637 47.6128121)
53252301,47.6043971,-122.3228088,3,,,,POINT (-122.3228088 47.6043971)
60163291,47.6185953,-122.3586189,4,crossing,,,POINT (-122.3586189 47.6185953)
60165098,47.6149428,-122.3548534,1,,,,POINT (-122.3548534 47.6149428)
60408009,47.618497,-122.3252981,1,,,,POINT (-122.3252981 47.618497)
60408012,47.6193914,-122.3246594,1,,,,POINT (-122.3246594 47.6193914)
60408030,47.6208478,-122.325937,1,,,,POINT (-122.325937 47.6208478)
60408032,47.6177488,-122.3246494,1,,,,POINT (-122.3246494 47.6177488)
60408034,47.6196745,-122.3246698,1,,,,POINT (-122.3246698 47.6196745)
60408043,47.6199275,-122.3188837,1,,,,POINT (-122.3188837 47.6199275)
60790852,47.6181197,-122.3525825,1,,,,POINT (-122.3525825 47.6181197)
60790855,47.6173157,-122.3437551,1,,,,POINT (-122.3437551 47.6173157)
118329501,47.6200194,-122.3491929,3,,,,POINT (-122.3491929 47.6200194)
130157113,47.6106574,-122.331118,3,,,,POINT (-122.331118 47.6106574)
130157114,47.6096256,-122.331076,3,,,,POINT (-122.331076 47.6096256)
130157120,47.6111173,-122.3306003,3,,,,POINT (-122.3306003 47.6111173)
130157125,47.6108239,-122.3319248,1,,,,POINT (-122.3319248 47.6108239)
151201522,47.6017045,-122.3240296,1,,,,POINT (-122.3240296 47.6017045)
244284882,47.6185828,-122.3535178,1,,,,POINT (-122.3535178 47.6185828)
244284884,47.6209236,-122.3534562,1,,,,POINT (-122.3534562 47.6209236)
244284885,47.6185799,-122.354793,1,,,,POINT (-122.354793 47.6185799)
244284886,47.6197643,-122.3547942,1,,,,POINT (-122.3547942 47.6197643)
244284900,47.6197867,-122.3586962,1,,,,POINT (-122.3586962 47.6197867)
244284913,47.6185737,-122.3469935,1,,,,POINT (-122.3469935 47.6185737)
244284919,47.6185689,-122.3456614,1,,,,POINT (-122.3456614 47.6185689)
244284921,47.6209083,-122.3456447,1,,,,POINT (-122.3456447 47.6209083)
244284922,47.6185671,-122.3443483,1,,,,POINT (-122.3443483 47.6185671)
244416491,47.6232901,-122.3527837,4,,,,POINT (-122.3527837 47.6232901)
244416497,47.6232902,-122.3514223,3,,,,POINT (-122.3514223 47.6232902)
244416503,47.6221015,-122.3514714,5,,,,POINT (-122.3514714 47.6221015)
244416510,47.6220986,-122.3527811,3,,,,POINT (-122.3527811 47.6220986)
244416518,47.6209256,-122.3515208,4,,,,POINT (-122.3515208 47.6209256)
244416526,47.6200874,-122.3515195,4,,,,POINT (-122.3515195 47.6200874)
244416533,47.620085,-122.3528361,1,,,,POINT (-122.3528361 47.620085)
244416543,47.6220954,-122.3502061,3,,,,POINT (-122.3502061 47.6220954)
244416548,47.6232973,-122.3519483,3,,,,POINT (-122.3519483 47.6232973)
246758462,47.6062129,-122.320072,3,,,,POINT (-122.320072 47.6062129)
246758467,47.6104056,-122.3180864,4,,,,POINT (-122.3180864 47.6104056)
246758470,47.6092392,-122.3193859,4,,,,POINT (-122.3193859 47.6092392)
246758471,47.6104123,-122.3193778,6,,,,POINT (-122.3193778 47.6104123)
246758478,47.6065414,-122.3187539,1,,,,POINT (-122.3187539 47.6065414)
281251550,47.6208206,-122.3336463,1,,,,POINT (-122.3336463 47.6208206)
281289061,47.6197201,-122.3404483,1,,,,POINT (-122.3404483 47.6197201)
281289430,47.623216,-122.3404031,1,,,,POINT (-122.3404031 47.623216)
281289855,47.6232116,-122.3364961,1,,,,POINT (-122.3364961 47.6232116)
281295523,47.6208207,-122.3310783,1,,,,POINT (-122.3310783 47.6208207)
281298223,47.621311,-122.3323578,3,,,,POINT (-122.3323578 47.621311)
281299348,47.6218198,-122.3326501,3,,,,POINT (-122.3326501 47.6218198)
281299349,47.6218086,-122.332435,3,,,,POINT (-122.332435 47.6218086)
281299350,47.6217319,-122.3323618,3,,,,POINT (-122.3323618 47.6217319)
281299467,47.6217997,-122.3319778,3,,,,POINT (-122.3319778 47.6217997)
281299501,47.6215355,-122.3327842,3,,,,POINT (-122.3327842 47.6215355)
281300306,47.6216922,-122.3318905,3,,,,POINT (-122.3318905 47.6216922)
281300874,47.6208207,-122.3323407,1,,,,POINT (-122.3323407 47.6208207)
281302144,47.6219768,-122.3323569,1,,,,POINT (-122.3323569 47.6219768)
281304147,47.6185177,-122.3310678,1,,2262,,POINT (-122.3310678 47.6185177)
281336796,47.6000247,-122.3244024,1,,,,POINT (-122.3244024 47.6000247)
281337158,47.596676,-122.3257249,1,,,,POINT (-122.3257249 47.596676)
281337160,47.5983675,-122.3257136,1,,,,POINT (-122.3257136 47.5983675)
281337161,47.5991935,-122.3257081,1,,,,POINT (-122.3257081 47.5991935)
281337163,47.6000283,-122.3257026,1,,,,POINT (-122.3257026 47.6000283)
281337564,47.6005807,-122.3245591,3,,,,POINT (-122.3245591 47.6005807)
281488204,47.6008942,-122.319407,4,,,,POINT (-122.319407 47.6008942)
281492240,47.6027026,-122.3200685,3,,,,POINT (-122.3200685 47.6027026)
281497500,47.6152527,-122.3214689,1,,,,POINT (-122.3214689 47.6152527)
281497501,47.614085,-122.321457,1,,,,POINT (-122.321457 47.614085)
281772703,47.6014933,-122.3254699,3,,,,POINT (-122.3254699 47.6014933)
281772994,47.6008828,-122.3251422,1,,,,POINT (-122.3251422 47.6008828)
281773661,47.6001132,-122.3254285,3,,,,POINT (-122.3254285 47.6001132)
281773664,47.6002878,-122.3245475,3,,,,POINT (-122.3245475 47.6002878)
281774339,47.5983716,-122.3270403,3,,,,POINT (-122.3270403 47.5983716)
281774340,47.6008908,-122.3270251,1,,,,POINT (-122.3270251 47.6008908)
281774342,47.5992555,-122.3270348,1,,,,POINT (-122.3270348 47.5992555)
283477833,47.6211216,-122.3323611,4,,,,POINT (-122.3323611 47.6211216)
283477838,47.6209898,-122.3322176,3,,,,POINT (-122.3322176 47.6209898)
283477839,47.6209301,-122.3321067,3,,,,POINT (-122.3321067 47.6209301)
283479760,47.6210594,-122.3318191,3,,,,POINT (-122.3318191 47.6210594)
283479761,47.6210274,-122.3320541,4,,,,POINT (-122.3320541 47.6210274)
283480454,47.6211359,-122.3325479,3,,,,POINT (-122.3325479 47.6211359)
283789815,47.6021951,-122.3224843,1,,,,POINT (-122.3224843 47.6021951)
283790787,47.6008427,-122.3215164,3,,,,POINT (-122.3215164 47.6008427)
283793251,47.6048192,-122.3217987,4,,,,POINT (-122.3217987 47.6048192)
283793253,47.6055403,-122.3224553,3,,,,POINT (-122.3224553 47.6055403)
283793474,47.6069607,-122.3237633,1,,,,POINT (-122.3237633 47.6069607)
283795743,47.6057932,-122.324191,1,,,,POINT (-122.324191 47.6057932)
283795748,47.6062563,-122.3230841,1,,,,POINT (-122.3230841 47.6062563)
288361105,47.5967422,-122.3316724,3,,,,POINT (-122.3316724 47.5967422)
288361108,47.5982034,-122.3317395,3,,,,POINT (-122.3317395 47.5982034)
288361119,47.5967438,-122.3328639,4,,,,POINT (-122.3328639 47.5967438)
288361122,47.5975555,-122.3303154,4,,,,POINT (-122.3303154 47.5975555)
289186471,47.5976725,-122.3303147,4,,,,POINT (-122.3303147 47.5976725)
289188662,47.5967426,-122.3324116,3,,,,POINT (-122.3324116 47.5967426)
289188677,47.5967429,-122.3325906,3,,,,POINT (-122.3325906 47.5967429)
289188680,47.5967422,-122.3315199,4,,,,POINT (-122.3315199 47.5967422)
289188686,47.5966023,-122.3329611,3,,,,POINT (-122.3329611 47.5966023)
289188687,47.5965985,-122.3325904,3,,,,POINT (-122.3325904 47.5965985)
289188688,47.5965989,-122.3324106,3,,,,POINT (-122.3324106 47.5965989)
289460502,47.6017293,-122.3322226,1,,,,POINT (-122.3322226 47.6017293)
289460522,47.6017332,-122.3335309,1,,,,POINT (-122.3335309 47.6017332)
289460675,47.5983093,-122.3335544,1,,,,POINT (-122.3335544 47.5983093)
289460676,47.5991639,-122.3335504,1,,,,POINT (-122.3335504 47.5991639)
289460728,47.5983049,-122.3322363,1,,,,POINT (-122.3322363 47.5983049)
289460753,47.5992093,-122.3309383,1,,,,POINT (-122.3309383 47.5992093)
289460778,47.6004125,-122.3307682,1,,,,POINT (-122.3307682 47.6004125)
289461050,47.6017253,-122.3309178,1,,,,POINT (-122.3309178 47.6017253)
289461051,47.6008872,-122.3309023,1,,,,POINT (-122.3309023 47.6008872)
289461267,47.6008912,-122.334838,4,,,,POINT (-122.334838 47.6008912)
289461268,47.6000523,-122.334836,4,,,level_crossing,POINT (-122.334836 47.6000523)
289461270,47.5983168,-122.3349008,1,,,,POINT (-122.3349008 47.5983168)
289461282,47.6032586,-122.3326187,1,,,,POINT (-122.3326187 47.6032586)
289461440,47.6044325,-122.3321638,1,,,,POINT (-122.3321638 47.6044325)
289461442,47.6035041,-122.3343576,1,,,,POINT (-122.3343576 47.6035041)
298260376,47.5967805,-122.3303474,1,,,,POINT (-122.3303474 47.5967805)
298262314,47.5965659,-122.3323299,4,,,,POINT (-122.3323299 47.5965659)
298262459,47.5966561,-122.3304208,3,,,,POINT (-122.3304208 47.5966561)
298262463,47.5962872,-122.3305862,3,,,,POINT (-122.3305862 47.5962872)
298263317,47.6008744,-122.3283187,1,,,,POINT (-122.3283187 47.6008744)
298263318,47.6000363,-122.3283229,1,,,,POINT (-122.3283229 47.6000363)
298264926,47.5964806,-122.3270208,3,,,,POINT (-122.3270208 47.5964806)
298264928,47.5965015,-122.3267107,3,,,,POINT (-122.3267107 47.5965015)
298264946,47.5964935,-122.3263886,1,,,,POINT (-122.3263886 47.5964935)
298264951,47.596439,-122.326386,1,,,,POINT (-122.326386 47.596439)
298269607,47.6017096,-122.325707,1,,,,POINT (-122.325707 47.6017096)
298269680,47.6010516,-122.3263553,1,,,,POINT (-122.3263553 47.6010516)
298269747,47.6010491,-122.3276626,1,,,,POINT (-122.3276626 47.6010491)
298269772,47.6007014,-122.3263576,1,,,,POINT (-122.3263576 47.6007014)
298269885,47.6003397,-122.3263601,1,,,,POINT (-122.3263601 47.6003397)
298269916,47.6002157,-122.3276682,1,,,,POINT (-122.3276682 47.6002157)
298269968,47.6000328,-122.3271641,1,,,,POINT (-122.3271641 47.6000328)
298269983,47.5996401,-122.327672,1,,,,POINT (-122.327672 47.5996401)
298270056,47.599256,-122.3271765,1,,,,POINT (-122.3271765 47.599256)
298272439,47.6011224,-122.3200032,3,,,,POINT (-122.3200032 47.6011224)
298272510,47.6011259,-122.3206177,4,,,,POINT (-122.3206177 47.6011259)
298272582,47.6011545,-122.3194947,3,,,,POINT (-122.3194947 47.6011545)
321184113,47.6164822,-122.3547031,4,,,,POINT (-122.3547031 47.6164822)
321336630,47.6168927,-122.3579641,3,,,,POINT (-122.3579641 47.6168927)
321336634,47.6174063,-122.3588174,3,,,,POINT (-122.3588174 47.6174063)
424232367,47.6019941,-122.330893,1,elevator,C,subway_entrance,POINT (-122.330893 47.6019941)
430969498,47.6229823,-122.3223289,1,,,,POINT (-122.3223289 47.6229823)
430969500,47.62277,-122.3220233,1,,,,POINT (-122.3220233 47.62277)
439912334,47.6104644,-122.3361352,1,,,,POINT (-122.3361352 47.6104644)
439912337,47.6119055,-122.3359352,1,,,,POINT (-122.3359352 47.6119055)
439912338,47.6109191,-122.3350335,1,,,,POINT (-122.3350335 47.6109191)
439912340,47.6099985,-122.3372559,1,,,,POINT (-122.3372559 47.6099985)
439912341,47.6089881,-122.3363297,1,,,,POINT (-122.3363297 47.6089881)
439912342,47.6099245,-122.3340923,1,,,,POINT (-122.3340923 47.6099245)
439912343,47.6089247,-122.3331817,1,,,,POINT (-122.3331817 47.6089247)
439912345,47.6075114,-122.3318912,1,,,,POINT (-122.3318912 47.6075114)
439912349,47.6033225,-122.3317086,1,,A,subway_entrance,POINT (-122.3317086 47.6033225)
473441917,47.6210944,-122.3189088,1,,,,POINT (-122.3189088 47.6210944)
540175069,47.6220633,-122.3468987,1,,,,POINT (-122.3468987 47.6220633)
540175073,47.6231166,-122.3470993,1,,,,POINT (-122.3470993 47.6231166)
540175078,47.6222067,-122.3469022,1,,,,POINT (-122.3469022 47.6222067)
544349740,47.6167508,-122.3575818,1,,,,POINT (-122.3575818 47.6167508)
639359594,47.6136991,-122.350041,1,,,,POINT (-122.350041 47.6136991)
639359644,47.6106413,-122.3408857,1,,,,POINT (-122.3408857 47.6106413)
639371820,47.6131885,-122.3533758,1,,,,POINT (-122.3533758 47.6131885)
639371822,47.613614,-122.353061,3,,,,POINT (-122.353061 47.613614)
642963863,47.6041298,-122.3211327,3,,,,POINT (-122.3211327 47.6041298)
657654537,47.6218594,-122.3326709,3,,,,POINT (-122.3326709 47.6218594)
659881583,47.6139455,-122.34749,1,,,,POINT (-122.34749 47.6139455)
659882347,47.6060069,-122.3376154,3,,,,POINT (-122.3376154 47.6060069)
659882517,47.6136152,-122.3551129,1,,,,POINT (-122.3551129 47.6136152)
661057175,47.6020234,-122.339864,1,,,,POINT (-122.339864 47.6020234)
668442223,47.6021825,-122.3392331,3,,,,POINT (-122.3392331 47.6021825)
668442224,47.6028952,-122.3398411,1,,,,POINT (-122.3398411 47.6028952)
668442265,47.6031092,-122.3380024,1,,,,POINT (-122.3380024 47.6031092)
669635980,47.6021499,-122.3323703,1,,,,POINT (-122.3323703 47.6021499)
669636027,47.6019663,-122.3322018,1,,,,POINT (-122.3322018 47.6019663)
669637509,47.6018147,-122.3340562,4,,,,POINT (-122.3340562 47.6018147)
669637511,47.6018248,-122.3338495,4,,,,POINT (-122.3338495 47.6018248)
671108843,47.6028143,-122.3243944,1,,P1,,POINT (-122.3243944 47.6028143)
672239646,47.5984155,-122.3301186,1,,,train_station_entrance,POINT (-122.3301186 47.5984155)
673056932,47.6075181,-122.3235501,1,,,,POINT (-122.3235501 47.6075181)
673056933,47.607689,-122.3243855,1,,,,POINT (-122.3243855 47.607689)
676503784,47.6132825,-122.3326283,1,,,,POINT (-122.3326283 47.6132825)
676503786,47.6122945,-122.3317344,1,,,,POINT (-122.3317344 47.6122945)
680462004,47.6205637,-122.3222225,1,,,,POINT (-122.3222225 47.6205637)
680462010,47.6187414,-122.3215408,1,,,,POINT (-122.3215408 47.6187414)
680462015,47.6210755,-122.3215781,1,,,,POINT (-122.3215781 47.6210755)
680462032,47.6205637,-122.3215806,3,,,,POINT (-122.3215806 47.6205637)
692585377,47.6185515,-122.3291141,3,,,,POINT (-122.3291141 47.6185515)
692585384,47.6186331,-122.3305667,1,,,,POINT (-122.3305667 47.6186331)
699288163,47.609576,-122.3307242,3,,,,POINT (-122.3307242 47.609576)
699288172,47.6098171,-122.3300869,3,,,,POINT (-122.3300869 47.6098171)
704993877,47.6055661,-122.3270776,1,,,,POINT (-122.3270776 47.6055661)
708315225,47.6220744,-122.3485489,3,,,,POINT (-122.3485489 47.6220744)
708317853,47.6224536,-122.348523,3,,,,POINT (-122.348523 47.6224536)
708317855,47.6222053,-122.3484692,1,,,,POINT (-122.3484692 47.6222053)
708317900,47.6219284,-122.3486146,3,,,,POINT (-122.3486146 47.6219284)
708317914,47.623253,-122.347847,1,,,,POINT (-122.347847 47.623253)
708317915,47.6229204,-122.3478497,3,,,,POINT (-122.3478497 47.6229204)
708317916,47.6224505,-122.3478496,3,,,,POINT (-122.3478496 47.6224505)
708317917,47.6224513,-122.3480644,3,,,,POINT (-122.3480644 47.6224513)
708317919,47.6224521,-122.3482199,3,,,,POINT (-122.3482199 47.6224521)
708317928,47.6231084,-122.3484076,3,,,,POINT (-122.3484076 47.6231084)
708317933,47.622924,-122.348067,3,,,,POINT (-122.348067 47.622924)
708317946,47.6200922,-122.3494506,3,,,,POINT (-122.3494506 47.6200922)
725622585,47.6198083,-122.3303305,3,,,,POINT (-122.3303305 47.6198083)
725622586,47.6200979,-122.3300476,1,,,,POINT (-122.3300476 47.6200979)
779404316,47.6073035,-122.3403028,3,,,,POINT (-122.3403028 47.6073035)
799990459,47.6083434,-122.321263,1,,,,POINT (-122.321263 47.6083434)
799990471,47.6064645,-122.3207823,3,,,,POINT (-122.3207823 47.6064645)
825293102,47.6109939,-122.3414862,3,,,,POINT (-122.3414862 47.6109939)
825293120,47.6083797,-122.3413798,1,,,,POINT (-122.3413798 47.6083797)
825293232,47.6096411,-122.3421596,1,,,,POINT (-122.3421596 47.6096411)
825308571,47.6211616,-122.3503977,1,,,,POINT (-122.3503977 47.6211616)
825308606,47.6203364,-122.3493136,1,,,,POINT (-122.3493136 47.6203364)
829532073,47.6000187,-122.319542,3,,,,POINT (-122.319542 47.6000187)
829673825,47.5995809,-122.3210363,1,,,,POINT (-122.3210363 47.5995809)
829673828,47.5991942,-122.3210286,1,,,,POINT (-122.3210286 47.5991942)
829673830,47.6115525,-122.3177242,1,,,,POINT (-122.3177242 47.6115525)
829673832,47.6115565,-122.3193872,3,,,,POINT (-122.3193872 47.6115565)
1108467170,47.6113887,-122.3339126,1,,,,POINT (-122.3339126 47.6113887)
1108467171,47.6123733,-122.3348128,1,,,,POINT (-122.3348128 47.6123733)
1108478348,47.611105,-122.331454,3,,,,POINT (-122.331454 47.611105)
1178349138,47.6075603,-122.3395719,3,,,,POINT (-122.3395719 47.6075603)
1188448597,47.5966217,-122.337802,3,,,,POINT (-122.337802 47.5966217)
1189807891,47.6030316,-122.3379307,1,,,,POINT (-122.3379307 47.6030316)
1229464709,47.603423,-122.3227919,4,,,,POINT (-122.3227919 47.603423)
1328076836,47.6119769,-122.3180887,3,,,,POINT (-122.3180887 47.6119769)
1328076837,47.6122185,-122.318045,3,,,,POINT (-122.318045 47.6122185)
1328076856,47.6118785,-122.317915,4,,,,POINT (-122.317915 47.6118785)
1328076874,47.6117643,-122.3180637,3,,,,POINT (-122.3180637 47.6117643)
1328076887,47.6120714,-122.3180941,3,,,,POINT (-122.3180941 47.6120714)
1328076914,47.6100679,-122.3198147,1,,,,POINT (-122.3198147 47.6100679)
1329022044,47.6104036,-122.3177949,3,,,,POINT (-122.3177949 47.6104036)
1337532819,47.6120093,-122.3295746,1,,,,POINT (-122.3295746 47.6120093)
1337532825,47.6125835,-122.3299579,3,,,,POINT (-122.3299579 47.6125835)
1388978393,47.6123743,-122.3311364,1,,,,POINT (-122.3311364 47.6123743)
1540350299,47.6190272,-122.3456619,3,,,,POINT (-122.3456619 47.6190272)
1565882706,47.6171034,-122.3581133,3,,,,POINT (-122.3581133 47.6171034)
1565882716,47.5982591,-122.3358383,1,traffic_signals,,,POINT (-122.3358383 47.5982591)
1675261929,47.5983006,-122.3309643,1,,,,POINT (-122.3309643 47.5983006)
1696334271,47.5976096,-122.3294627,4,,,,POINT (-122.3294627 47.5976096)
1696334285,47.5975031,-122.329427,1,,,,POINT (-122.329427 47.5975031)
1696825443,47.6077153,-122.3290242,1,,,,POINT (-122.3290242 47.6077153)
1696825444,47.6074738,-122.3272917,1,,,,POINT (-122.3272917 47.6074738)
1708755456,47.6072371,-122.3195268,1,turning_circle,,,POINT (-122.3195268 47.6072371)
1708755471,47.6164287,-122.318308,3,,,,POINT (-122.318308 47.6164287)
1708755476,47.6167126,-122.3199349,3,,,,POINT (-122.3199349 47.6167126)
1708755479,47.616851,-122.3185937,3,,,,POINT (-122.3185937 47.616851)
1708755483,47.6169065,-122.3195076,3,,,,POINT (-122.3195076 47.6169065)
1708755498,47.6169617,-122.3192867,3,,,,POINT (-122.3192867 47.6169617)
1708755501,47.6169894,-122.3188261,3,,,,POINT (-122.3188261 47.6169894)
1708755504,47.6169944,-122.3185685,3,,,,POINT (-122.3185685 47.6169944)
1708755511,47.6169579,-122.3197255,3,,,,POINT (-122.3197255 47.6169579)
1708755515,47.6170014,-122.3189596,3,,,,POINT (-122.3189596 47.6170014)
1708755529,47.6171189,-122.318486,3,,,,POINT (-122.318486 47.6171189)
1708755535,47.6171636,-122.3189071,3,,,,POINT (-122.3189071 47.6171636)
1708755538,47.6171725,-122.3185221,3,,,,POINT (-122.3185221 47.6171725)
1708755551,47.6172861,-122.3186522,4,,,,POINT (-122.3186522 47.6172861)
